file,line_count,classification,inbound_imports,inbound_files,outbound_imports,outbound_modules,referenced_by_runner,runner_references,referenced_by_tests,test_references,dynamic_import_risk,dynamic_markers,parse_error,replacement,action,archive_reason
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/unified_grasp_env.py,493,LEGACY_REFERENCE,5,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/eval_unified_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/train_unified_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,26,__future__;__future__.annotations;dataclasses;dataclasses.asdict;dataclasses.dataclass;dataclasses.field;gymnasium;gymnasium.spaces;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager.ContactManager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.reward_terms;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.reward_terms.compute_reward_terms;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;math;pathlib;pathlib.Path;random;tensordict;tensordict.TensorDict;torch;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v80_reports.py,255,LEGACY_REFERENCE,25,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/__init__.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/asset_audit.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_manager.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/curriculum.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/eval_unified_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/grasp_prior_generator.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/minimal_workcell_gate.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/multi_object_policy_config.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/object_randomization.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/physical_backend.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/physics_profile.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/seed_bank.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/serial_replay_validator.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/single_context_backend.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/train_unified_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/unified_grasp_env.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v81_reports.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v89_hybrid_repair.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v90_bottleneck_isolation.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v91_task_sanity.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v92_task_setup_calibration.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v93_collision_geometry_safe_staging.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v94_safe_pregrasp_contact_calibration.py,13,__future__;__future__.annotations;csv;dataclasses;dataclasses.asdict;dataclasses.is_dataclass;json;pathlib;pathlib.Path;typing;typing.Any;typing.Iterable;zipfile,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v81_reports.py,166,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,14,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.repo_root_from_file;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any;typing.Iterable;zipfile,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,318,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,10,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v89_hybrid_repair.py,443,LEGACY_REFERENCE,2,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,12,__future__;__future__.annotations;csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v90_bottleneck_isolation.py,585,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v91_task_sanity.py,14,__future__;__future__.annotations;csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;json;pathlib;pathlib.Path;shutil;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v91_task_sanity.py,294,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,13,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v90_bottleneck_isolation;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v90_bottleneck_isolation.default_v90_candidate_plan;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v92_task_setup_calibration.py,234,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,11,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v93_collision_geometry_safe_staging.py,251,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,11,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v94_safe_pregrasp_contact_calibration.py,373,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,12,__future__;__future__.annotations;csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/video_log_alignment.py,944,LEGACY_REFERENCE,4,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_grasp_baseline.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/screw1_grasp_baseline_v2.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/scripted_contact_baseline.py,31,__future__;__future__.annotations;copy;csv;cv2;datetime;datetime.datetime;datetime.timezone;imageio_ffmpeg;isaaclab.markers;isaaclab.markers.VisualizationMarkers;isaaclab.markers.VisualizationMarkersCfg;isaaclab.sensors;isaaclab.sensors.ContactSensor;isaaclab.sim;json;math;numpy;os;pathlib;pathlib.Path;pxr;pxr.PhysxSchema;re;shutil;subprocess;sys;torch;typing;typing.Any;uuid,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/test/test_closure_prior.py,48,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,7,importlib.util;io;pathlib;pathlib.Path;pickle;pytest;sys,True,scripts/environments/audit_near_grasp_code_paths.py,False,,True,importlib.;spec_from_file_location,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/test/test_contact_adaptive_closure.py,212,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,7,contact_adaptive_closure;hand_morphology;inspect;numpy;pathlib;pathlib.Path;sys,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/test/test_dual_contact_regulator.py,88,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,4,importlib.util;pathlib;pathlib.Path;sys,True,scripts/environments/audit_near_grasp_code_paths.py,False,,True,importlib.;spec_from_file_location,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/test/test_precontact_fingertip_controller.py,172,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,8,closure_prior;hand_morphology;inspect;numpy;pathlib;pathlib.Path;precontact_fingertip_controller;sys,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
