file,line_count,classification,inbound_imports,inbound_files,outbound_imports,outbound_modules,referenced_by_runner,runner_references,referenced_by_tests,test_references,dynamic_import_risk,dynamic_markers,parse_error,replacement,action,archive_reason
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/curriculum.py,120,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,10,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/dual_contact_regulator.py,300,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/screw1_grasp_baseline_v2.py;source/isaaclab_tasks/test/test_dual_contact_regulator.py,7,__future__;__future__.annotations;dataclasses;dataclasses.dataclass;dataclasses.field;typing;typing.Mapping,True,scripts/environments/audit_near_grasp_code_paths.py,True,source/isaaclab_tasks/test/test_dual_contact_regulator.py,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/eval_unified_rl.py,1218,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,22,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.train_unified_rl;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.train_unified_rl.RslRlUnifiedGraspVecEnv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.train_unified_rl._rsl_rl_train_cfg;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env.UnifiedGraspEnv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env.UnifiedGraspEnvCfg;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;json;pathlib;pathlib.Path;rsl_rl.runners;rsl_rl.runners.OnPolicyRunner;torch;traceback;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,True,eval(,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/grasp_prior_generator.py,136,LEGACY_REFERENCE,0,,10,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/hand_morphology.py,273,LEGACY_REFERENCE,3,source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_closure.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_grasp_baseline.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/precontact_fingertip_controller.py,13,__future__;__future__.annotations;dataclasses;dataclasses.asdict;dataclasses.dataclass;dataclasses.field;hashlib;json;numpy;typing;typing.Any;typing.Mapping;typing.Sequence,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/minimal_workcell_gate.py,6962,LEGACY_REFERENCE,0,,50,__future__;__future__.annotations;copy;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.IsaacUnifiedSingleContextBackend;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.SingleContextSlot;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.V83_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.V85_FINGER_GROUPS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.V85_PART_GEOMETRY;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._int_field;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._tensor_row;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._to_float;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v91_active_finger_indices;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v91_apply_finger_mask;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v91_object_state_for_slot;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v91_state_delta;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_force_list;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_joint_delta;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_joint_pos;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_max_index;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_support_half_height_m;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_table_top_by_env;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_tip_delta;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v92_tip_positions;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v94_distance_for_slot;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v94_fingertip_midpoints;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v94_support_half_height_m;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend._v94_vec_delta;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.single_context_backend.find_prim_by_suffix_for_env;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.ensure_run_dir;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;math;omni.usd;os;pathlib;pathlib.Path;pxr;pxr.Gf;pxr.PhysxSchema;pxr.Usd;pxr.UsdGeom;pxr.UsdPhysics;time;torch;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/multi_object_policy_config.py,34,LEGACY_REFERENCE,2,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/train_unified_rl.py,12,__future__;__future__.annotations;dataclasses;dataclasses.asdict;dataclasses.dataclass;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/object_randomization.py,65,LEGACY_REFERENCE,0,,15,__future__;__future__.annotations;dataclasses;dataclasses.dataclass;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.physics_profile;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.physics_profile.PROFILES;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.physics_profile.PhysicsProfile;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/physical_backend.py,639,LEGACY_REFERENCE,1,source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,23,__future__;__future__.annotations;dataclasses;dataclasses.dataclass;gymnasium;isaaclab_tasks.direct.np;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager.ContactManager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper.UnifiedActionMapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;isaaclab_tasks.utils.parse_cfg;isaaclab_tasks.utils.parse_cfg.parse_env_cfg;math;pathlib;pathlib.Path;torch;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/physics_profile.py,91,LEGACY_REFERENCE,2,source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/asset_audit.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/object_randomization.py,11,__future__;__future__.annotations;dataclasses;dataclasses.asdict;dataclasses.dataclass;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/precontact_fingertip_controller.py,443,LEGACY_REFERENCE,2,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_grasp_baseline.py,20,__future__;__future__.annotations;closure_prior;closure_prior.ClosurePrior;dataclasses;dataclasses.dataclass;dataclasses.replace;hand_morphology;hand_morphology.HandMorphologySpec;hand_morphology.ObjectGraspSpec;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.closure_prior;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.closure_prior.ClosurePrior;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.hand_morphology;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.hand_morphology.HandMorphologySpec;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.hand_morphology.ObjectGraspSpec;numpy;typing;typing.Any;typing.Mapping;typing.Sequence,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/reward_terms.py,84,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/unified_grasp_env.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,4,__future__;__future__.annotations;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/screw1_grasp_baseline_v2.py,10176,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/acquisition_plan_executor.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_grasp_baseline.py,53,__future__;__future__.annotations;ast;copy;csv;dataclasses;dataclasses.asdict;dataclasses.dataclass;dataclasses.field;isaaclab.sensors;isaaclab.sensors.ContactSensor;isaaclab.sim;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.ABORTED;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.CONTROLLED_CLOSE;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.DUAL_CONTACT_REGULATION;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.DualContactObservation;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.DualContactRegulator;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.DualContactRegulatorConfig;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.dual_contact_regulator.SLOW_LIFT;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline.FINGER3_INDEX;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline.FINGER4_INDEX;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._action_dim;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._assert_runtime_interfaces;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._base_env;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._distance;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._norm;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._quat_for_rpy_offset;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._quat_normalize_wxyz;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._refresh_runtime;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._target_env_index;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline._tensor_vec;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.scripted_contact_baseline.read_state;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment.AlignmentRecorder;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment.make_run_id;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment.write_json;json;math;omni.usd;os;pathlib;pathlib.Path;pxr;pxr.PhysxSchema;pxr.Usd;pxr.UsdGeom;shutil;subprocess;torch;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,True,eval(,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/scripted_contact_baseline.py,6080,LEGACY_REFERENCE,3,scripts/environments/audit_near_grasp_code_paths.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/contact_adaptive_grasp_baseline.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/screw1_grasp_baseline_v2.py,36,__future__;__future__.annotations;csv;cv2;dataclasses;dataclasses.asdict;dataclasses.dataclass;imageio_ffmpeg;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper.UnifiedActionMapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment.AlignmentRecorder;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.video_log_alignment.make_run_id;json;math;matplotlib;matplotlib.pyplot;numpy;omni.physics.tensors;omni.physx;omni.physx.get_physx_scene_query_interface;omni.usd;pathlib;pathlib.Path;pxr;pxr.Gf;pxr.PhysxSchema;pxr.Usd;pxr.UsdGeom;pxr.UsdPhysics;shutil;subprocess;torch;typing;typing.Any;warp,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/seed_bank.py,181,LEGACY_REFERENCE,1,source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/director.py,12,__future__;__future__.annotations;csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;json;pathlib;pathlib.Path;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/serial_replay_validator.py,52,LEGACY_REFERENCE,1,scripts/environments/audit_near_grasp_code_paths.py,9,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;pathlib;pathlib.Path;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/single_context_backend.py,5882,LEGACY_REFERENCE,4,scripts/environments/run_v81_physical_backend_grasp_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/minimal_workcell_gate.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v90_bottleneck_isolation.py,31,__future__;__future__.annotations;contextlib;contextlib.nullcontext;dataclasses;dataclasses.dataclass;gymnasium;isaaclab_tasks.direct.np;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.contact_manager.ContactManager;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_action_mapper.UnifiedActionMapper;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;isaaclab_tasks.utils.parse_cfg;isaaclab_tasks.utils.parse_cfg.parse_env_cfg;math;omni.usd;os;pathlib;pathlib.Path;pxr;pxr.PhysxSchema;pxr.UsdGeom;pxr.UsdPhysics;torch;typing;typing.Any,True,scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/train_unified_rl.py,1824,LEGACY_REFERENCE,4,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/eval_unified_rl.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,21,__future__;__future__.annotations;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.multi_object_policy_config;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.multi_object_policy_config.UnifiedPolicyConfig;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.multi_object_policy_config.write_unified_rl_config;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env.UnifiedGraspEnv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env.UnifiedGraspEnvCfg;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.unified_grasp_env.run_env_smoke;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.V80_PARTS;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_csv;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_json;isaaclab_tasks.direct.np.wuji_assembly_v2.pipeline.unified_grasp.v80_reports.write_jsonl;pathlib;pathlib.Path;rsl_rl.runners;rsl_rl.runners.OnPolicyRunner;torch;typing;typing.Any,True,scripts/environments/audit_near_grasp_code_paths.py;scripts/environments/run_v81_physical_backend_grasp_rl.py,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/unified_action_mapper.py,181,LEGACY_REFERENCE,4,source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/physical_backend.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/scripted_contact_baseline.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/single_context_backend.py;source/isaaclab_tasks/isaaclab_tasks/direct/np/wuji_assembly_v2/pipeline/unified_grasp/v88_audits.py,7,__future__;__future__.annotations;dataclasses;dataclasses.dataclass;torch;typing;typing.Any,False,,False,,False,,,near_grasp package and handoff runbook,keep_compat_location,inbound runner/test/dynamic references remain
